country,year,nitrous_oxide,government_expenditure_on_education,forest_area,agricultural_land,total_population,population_growth,renewable_energy_consumption,GDP,inflation,renewable_electricity
Aruba,2005,,,,11.1111111111111,,,,,,
Aruba,2004,,,,11.1111111111111,,,,,,
Aruba,2003,,,,11.1111111111111,,,,,,
Aruba,2002,,,,11.1111111111111,,,,,,
Aruba,2001,,,,11.1111111111111,,,,,,
Aruba,2000,,,,11.1111111111111,,,,,,
Aruba,1999,,,,11.1111111111111,,,,,,
Aruba,1998,,,,11.1111111111111,,,,,,
Aruba,1997,,,,11.1111111111111,,,,,,
Aruba,1996,,,,11.1111111111111,,,,,,
Aruba,1995,,,,11.1111111111111,,,,,,
Aruba,1994,,,,11.1111111111111,,,,,,
Aruba,1993,,,,11.1111111111111,,,,,,
Aruba,1992,,,,11.1111111111111,,,,,,
Aruba,1991,,,,11.1111111111111,,,,,,
Aruba,1990,,,,11.1111111111111,,,,,,
American Samoa,2020,,,,14.35,,,,,,
American Samoa,2019,,,,14.2,,,,,,
American Samoa,2018,,,,14.05,,,,,,
American Samoa,2017,,,,13.9,,,,,,
American Samoa,2016,,,,13.75,,,,,,
American Samoa,2015,,,,13.6,,,,,,
American Samoa,2014,,,,13.45,,,,,,
American Samoa,2013,,,,13.3,,,,,,
American Samoa,2012,,,,13.15,,,,,,
American Samoa,2011,,,,13.0,,,,,,
American Samoa,2010,,,,12.85,,,,,,
American Samoa,2009,,,,12.7,,,,,,
American Samoa,2008,,,,12.55,,,,,,
American Samoa,2007,,,,12.4,,,,,,
American Samoa,2006,,,,12.25,,,,,,
American Samoa,2005,,,,12.1,,,,,,
American Samoa,2004,,,,11.95,,,,,,
American Samoa,2003,,,,11.8,,,,,,
American Samoa,2002,,,,11.65,,,,,,
American Samoa,2001,,,,11.5,,,,,,
American Samoa,2000,,,,11.35,,,,,,
American Samoa,1999,,,,11.18,,,,,,
American Samoa,1998,,,,11.01,,,,,,
American Samoa,1997,,,,10.84,,,,,,
American Samoa,1996,,,,10.67,,,,,,
American Samoa,1995,,,,10.5,,,,,,
American Samoa,1994,,,,10.33,,,,,,
American Samoa,1993,,,,10.16,,,,,,
American Samoa,1992,,,,9.99,,,,,,
American Samoa,1991,,,,9.82,,,,,,
American Samoa,1990,,,,9.65,,,,,,
Bosnia and Herzegovina,2020,,,,43.7890625,,,,,,
Bosnia and Herzegovina,2019,,,,43.28125,,,,,,
Bosnia and Herzegovina,2018,,,,43.18359375,,,,,,
Bosnia and Herzegovina,2017,,,,43.515625,,,,,,
Bosnia and Herzegovina,2016,,,,43.14453125,,,,,,
Bosnia and Herzegovina,2015,,,,42.5,,,,,,
Bosnia and Herzegovina,2014,,,,42.12890625,,,,,,
Bosnia and Herzegovina,2013,,,,42.20703125,,,,,,
Bosnia and Herzegovina,2012,,,,42.109375,,,,,,
Bosnia and Herzegovina,2011,,,,42.01171875,,,,,,
Bosnia and Herzegovina,2010,,,,41.875,,,,,,
Bosnia and Herzegovina,2009,,,,41.5625,,,,,,
Bosnia and Herzegovina,2008,,,,41.6015625,,,,,,
Bosnia and Herzegovina,2007,,,,41.97265625,,,,,,
Bosnia and Herzegovina,2006,,,,42.16796875,,,,,,
Bosnia and Herzegovina,2005,,,,42.12890625,,,,,,
Bosnia and Herzegovina,2004,,,,42.37109375,,,,,,
Bosnia and Herzegovina,2003,,,,42.36328125,,,,,,
Bosnia and Herzegovina,2002,,,,41.46484375,,,,,,
Bosnia and Herzegovina,2001,,,,41.5234375,,,,,,
Bosnia and Herzegovina,2000,,,,41.6015625,,,,,,
Bosnia and Herzegovina,1999,,,,41.11328125,,,,,,
Bosnia and Herzegovina,1998,,,,42.1875,,,,,,
Bosnia and Herzegovina,1997,,,,42.28515625,,,,,,
Bosnia and Herzegovina,1996,,,,42.3828125,,,,,,
Bosnia and Herzegovina,1995,,,,42.48046875,,,,,,
Bosnia and Herzegovina,1994,,,,42.578125,,,,,,
Bosnia and Herzegovina,1993,,,,42.7734375,,,,,,
Bosnia and Herzegovina,1992,,,,42.96875,,,,,,
Bosnia and Herzegovina,1991,,,,,,,,,,
Bosnia and Herzegovina,1990,,,,,,,,,,
Central African Republic,2020,,,,7.87986773251148,,,,,,
Central African Republic,2019,,,,7.87986773251148,,,,,,
Central African Republic,2018,,,,7.87986773251148,,,,,,
Central African Republic,2017,,,,7.87665735657646,,,,,,
Central African Republic,2016,,,,7.87665735657646,,,,,,
Central African Republic,2015,,,,7.87665735657646,,,,,,
Central African Republic,2014,,,,7.87665735657646,,,,,,
Central African Republic,2013,,,,7.84294840925872,,,,,,
Central African Republic,2012,,,,7.83331728145366,,,,,,
Central African Republic,2011,,,,7.8252913416161,,,,,,
Central African Republic,2010,,,,7.87665735657646,,,,,,
Central African Republic,2009,,,,7.92320780763427,,,,,,
Central African Republic,2008,,,,7.92962855950432,,,,,,
Central African Republic,2007,,,,7.92962855950432,,,,,,
Central African Republic,2006,,,,7.92962855950432,,,,,,
Central African Republic,2005,,,,7.93765449934187,,,,,,
Central African Republic,2004,,,,7.93765449934187,,,,,,
Central African Republic,2003,,,,7.93765449934187,,,,,,
Central African Republic,2002,,,,7.94889081511445,,,,,,
Central African Republic,2001,,,,7.94889081511445,,,,,,
Central African Republic,2000,,,,7.94889081511445,,,,,,
Central African Republic,1999,,,,7.94568043917943,,,,,,
Central African Republic,1998,,,,7.94568043917943,,,,,,
Central African Republic,1997,,,,7.94568043917943,,,,,,
Central African Republic,1996,,,,7.94568043917943,,,,,,
Central African Republic,1995,,,,7.94568043917943,,,,,,
Central African Republic,1994,,,,7.96173231885454,,,,,,
Central African Republic,1993,,,,7.96173231885454,,,,,,
Central African Republic,1992,,,,7.96173231885454,,,,,,
Central African Republic,1991,,,,7.95852194291952,,,,,,
Central African Republic,1990,,,,7.95531156698449,,,,,,
Ecuador,2020,,,,21.8231599291351,,,,,,
Ecuador,2019,,,,21.4607827347399,,,,,,
Ecuador,2018,,,,21.9358995007248,,,,,,
Ecuador,2017,,,,22.507650185215,,,,,,
Ecuador,2016,,,,22.2096956031567,,,,,,
Ecuador,2015,,,,23.3089064261556,,,,,,
Ecuador,2014,,,,22.0446126590433,,,,,,
Ecuador,2013,,,,30.2504429054598,,,,,,
Ecuador,2012,,,,30.2258817845064,,,,,,
Ecuador,2011,,,,29.5784345305202,,,,,,
Ecuador,2010,,,,30.1888387824126,,,,,,
Ecuador,2009,,,,30.3366081494605,,,,,,
Ecuador,2008,,,,29.9766468030279,,,,,,
Ecuador,2007,,,,29.8437751650829,,,,,,
Ecuador,2006,,,,29.9726203897568,,,,,,
Ecuador,2005,,,,30.1980995329361,,,,,,
Ecuador,2004,,,,30.3068126912546,,,,,,
Ecuador,2003,,,,29.1914962151715,,,,,,
Ecuador,2002,,,,30.1578354002255,,,,,,
Ecuador,2001,,,,31.3456273151876,,,,,,
Ecuador,2000,,,,32.477049444355,,,,,,
Ecuador,1999,,,,32.5132871637945,,,,,,
Ecuador,1998,,,,32.3200193267837,,,,,,
Ecuador,1997,,,,28.9409044935703,,,,,,
Ecuador,1996,,,,28.8505996243317,,,,,,
Ecuador,1995,,,,29.2876751914463,,,,,,
Ecuador,1994,,,,29.3635312816067,,,,,,
Ecuador,1993,,,,28.8072532870972,,,,,,
Ecuador,1992,,,,28.7277850021673,,,,,,
Ecuador,1991,,,,28.5869094061552,,,,,,
Ecuador,1990,,,,28.3412801618263,,,,,,
"Gambia, The",2020,,,,62.6482213438735,,,,,,
"Gambia, The",2019,,,,62.6482213438735,,,,,,
"Gambia, The",2018,,,,62.6482213438735,,,,,,
"Gambia, The",2017,,,,62.6482213438735,,,,,,
"Gambia, The",2016,,,,63.6363636363636,,,,,,
"Gambia, The",2015,,,,63.6363636363636,,,,,,
"Gambia, The",2014,,,,63.6363636363636,,,,,,
"Gambia, The",2013,,,,63.6363636363636,,,,,,
"Gambia, The",2012,,,,63.6363636363636,,,,,,
"Gambia, The",2011,,,,63.6363636363636,,,,,,
"Gambia, The",2010,,,,63.6363636363636,,,,,,
"Gambia, The",2009,,,,61.4624505928854,,,,,,
"Gambia, The",2008,,,,55.9288537549407,,,,,,
"Gambia, The",2007,,,,49.0118577075099,,,,,,
"Gambia, The",2006,,,,49.0118577075099,,,,,,
"Gambia, The",2005,,,,47.9249011857708,,,,,,
"Gambia, The",2004,,,,47.2332015810277,,,,,,
"Gambia, The",2003,,,,46.5415019762846,,,,,,
"Gambia, The",2002,,,,48.5177865612648,,,,,,
"Gambia, The",2001,,,,47.8260869565217,,,,,,
"Gambia, The",2000,,,,50.0,,,,,,
"Gambia, The",1999,,,,56.0276679841897,,,,,,
"Gambia, The",1998,,,,56.0276679841897,,,,,,
"Gambia, The",1997,,,,55.0395256916996,,,,,,
"Gambia, The",1996,,,,55.0395256916996,,,,,,
"Gambia, The",1995,,,,55.0395256916996,,,,,,
"Gambia, The",1994,,,,55.0395256916996,,,,,,
"Gambia, The",1993,,,,54.0513833992095,,,,,,
"Gambia, The",1992,,,,54.1501976284585,,,,,,
"Gambia, The",1991,,,,57.5098814229249,,,,,,
"Gambia, The",1990,,,,57.5098814229249,,,,,,
Iraq,2020,,,,21.7424354107544,,,,,,
Iraq,2019,,,,21.5811926436443,,,,,,
Iraq,2018,,,,21.5351232816128,,,,,,
Iraq,2017,,,,21.4890539195813,,,,,,
Iraq,2016,,,,21.4429845575498,,,,,,
Iraq,2015,,,,21.3508458334869,,,,,,
Iraq,2014,,,,21.3508458334869,,,,,,
Iraq,2013,,,,20.4173653853241,,,,,,
Iraq,2012,,,,19.7285411678025,,,,,,
Iraq,2011,,,,19.6859458463805,,,,,,
Iraq,2010,,,,18.9261374102045,,,,,,
Iraq,2009,,,,18.0742309817646,,,,,,
Iraq,2008,,,,18.7255641676384,,,,,,
Iraq,2007,,,,20.8976381553376,,,,,,
Iraq,2006,,,,20.5546791046482,,,,,,
Iraq,2005,,,,20.2117200539589,,,,,,
Iraq,2004,,,,19.8687610032695,,,,,,
Iraq,2003,,,,19.8687610032695,,,,,,
Iraq,2002,,,,19.8687610032695,,,,,,
Iraq,2001,,,,19.4114822690171,,,,,,
Iraq,2000,,,,19.4343462057297,,,,,,
Iraq,1999,,,,19.4343462057297,,,,,,
Iraq,1998,,,,19.7773052564191,,,,,,
Iraq,1997,,,,19.8001691931317,,,,,,
Iraq,1996,,,,20.8061824084871,,,,,,
Iraq,1995,,,,20.8061824084871,,,,,,
Iraq,1994,,,,21.3777808263027,,,,,,
Iraq,1993,,,,22.5667055353591,,,,,,
Iraq,1992,,,,21.8350595605551,,,,,,
Iraq,1991,,,,22.0179710542561,,,,,,
Iraq,1990,,,,21.1034135857512,,,,,,
Jamaica,2020,,,,38.5041551246537,,,,,,
Jamaica,2019,,,,38.5041551246537,,,,,,
Jamaica,2018,,,,38.5041551246537,,,,,,
Jamaica,2017,,,,38.5041551246537,,,,,,
Jamaica,2016,,,,38.5041551246537,,,,,,
Jamaica,2015,,,,38.5041551246537,,,,,,
Jamaica,2014,,,,38.5872576177285,,,,,,
Jamaica,2013,,,,38.6703601108033,,,,,,
Jamaica,2012,,,,38.7626962142198,,,,,,
Jamaica,2011,,,,38.8273314866113,,,,,,
Jamaica,2010,,,,38.9012003693444,,,,,,
Jamaica,2009,,,,41.1819021237304,,,,,,
Jamaica,2008,,,,41.4589104339797,,,,,,
Jamaica,2007,,,,42.8439519852262,,,,,,
Jamaica,2006,,,,43.1209602954755,,,,,,
Jamaica,2005,,,,43.1209602954755,,,,,,
Jamaica,2004,,,,43.5826408125577,,,,,,
Jamaica,2003,,,,43.7673130193906,,,,,,
Jamaica,2002,,,,43.7673130193906,,,,,,
Jamaica,2001,,,,44.2289935364728,,,,,,
Jamaica,2000,,,,44.2289935364728,,,,,,
Jamaica,1999,,,,44.5060018467221,,,,,,
Jamaica,1998,,,,44.6906740535549,,,,,,
Jamaica,1997,,,,45.1523545706371,,,,,,
Jamaica,1996,,,,45.6140350877193,,,,,,
Jamaica,1995,,,,45.8910433979686,,,,,,
Jamaica,1994,,,,46.1680517082179,,,,,,
Jamaica,1993,,,,46.4450600184672,,,,,,
Jamaica,1992,,,,43.9519852262235,,,,,,
Jamaica,1991,,,,43.9519852262235,,,,,,
Jamaica,1990,,,,43.9519852262235,,,,,,
Marshall Islands,2020,,,,38.8888888888889,,,,,,
Marshall Islands,2019,,,,38.8888888888889,,,,,,
Marshall Islands,2018,,,,38.8888888888889,,,,,,
Marshall Islands,2017,,,,38.8888888888889,,,,,,
Marshall Islands,2016,,,,38.8888888888889,,,,,,
Marshall Islands,2015,,,,38.8888888888889,,,,,,
Marshall Islands,2014,,,,38.8888888888889,,,,,,
Marshall Islands,2013,,,,38.8888888888889,,,,,,
Marshall Islands,2012,,,,41.6666666666667,,,,,,
Marshall Islands,2011,,,,47.2222222222222,,,,,,
Marshall Islands,2010,,,,47.2222222222222,,,,,,
Marshall Islands,2009,,,,47.2222222222222,,,,,,
Marshall Islands,2008,,,,47.2222222222222,,,,,,
Marshall Islands,2007,,,,47.2222222222222,,,,,,
Marshall Islands,2006,,,,47.2222222222222,,,,,,
Marshall Islands,2005,,,,47.2222222222222,,,,,,
Marshall Islands,2004,,,,47.2222222222222,,,,,,
Marshall Islands,2003,,,,47.2222222222222,,,,,,
Marshall Islands,2002,,,,47.2222222222222,,,,,,
Marshall Islands,2001,,,,47.2222222222222,,,,,,
Marshall Islands,2000,,,,47.2222222222222,,,,,,
Marshall Islands,1999,,,,47.2222222222222,,,,,,
Marshall Islands,1998,,,,47.2222222222222,,,,,,
Marshall Islands,1997,,,,47.2222222222222,,,,,,
Marshall Islands,1996,,,,47.2222222222222,,,,,,
Marshall Islands,1995,,,,47.2222222222222,,,,,,
Marshall Islands,1994,,,,47.2222222222222,,,,,,
Marshall Islands,1993,,,,47.2222222222222,,,,,,
Marshall Islands,1992,,,,47.2222222222222,,,,,,
Marshall Islands,1991,,,,47.2222222222222,,,,,,
Marshall Islands,1990,,,,,,,,,,
Mongolia,2020,,,,72.3589435904377,,,,,,
Mongolia,2019,,,,72.8032862891056,,,,,,
Mongolia,2018,,,,72.8416347996956,,,,,,
Mongolia,2017,,,,72.8635713833453,,,,,,
Mongolia,2016,,,,72.9236771309318,,,,,,
Mongolia,2015,,,,72.990217275856,,,,,,
Mongolia,2014,,,,73.001629001279,,,,,,
Mongolia,2013,,,,73.2252730410926,,,,,,
Mongolia,2012,,,,73.2494851542796,,,,,,
Mongolia,2011,,,,73.3264775940588,,,,,,
Mongolia,2010,,,,73.3388467572954,,,,,,
Mongolia,2009,,,,73.3692547623991,,,,,,
Mongolia,2008,,,,73.5213912374525,,,,,,
Mongolia,2007,,,,73.6327525489621,,,,,,
Mongolia,2006,,,,73.6631225279957,,,,,,
Mongolia,2005,,,,73.2916678442313,,,,,,
Mongolia,2004,,,,73.4363531942671,,,,,,
Mongolia,2003,,,,73.5012701837711,,,,,,
Mongolia,2002,,,,84.0860303318922,,,,,,
Mongolia,2001,,,,84.0934742475254,,,,,,
Mongolia,2000,,,,84.3135152680571,,,,,,
Mongolia,1999,,,,84.1920241906416,,,,,,
Mongolia,1998,,,,83.4488606851747,,,,,,
Mongolia,1997,,,,83.2931194635943,,,,,,
Mongolia,1996,,,,76.5581194166586,,,,,,
Mongolia,1995,,,,76.5581194166586,,,,,,
Mongolia,1994,,,,76.5581194166586,,,,,,
Mongolia,1993,,,,76.9813995002072,,,,,,
Mongolia,1992,,,,79.8674588179595,,,,,,
Mongolia,1991,,,,81.5088808213385,,,,,,
Mongolia,1990,,,,81.2025682112591,,,,,,
Panama,2020,,,,29.3084389323268,,,,,,
Panama,2019,,,,29.4284173631707,,,,,,
Panama,2018,,,,29.563224588838,,,,,,
Panama,2017,,,,29.7220723151646,,,,,,
Panama,2016,,,,29.8569886670264,,,,,,
Panama,2015,,,,29.9919050188883,,,,,,
Panama,2014,,,,30.1268213707501,,,,,,
Panama,2013,,,,30.1721818670971,,,,,,
Panama,2012,,,,30.3066989507667,,,,,,
Panama,2011,,,,30.4412160344364,,,,,,
Panama,2010,,,,30.4868173258004,,,,,,
Panama,2009,,,,30.0188323917137,,,,,,
Panama,2008,,,,29.986548291633,,,,,,
Panama,2007,,,,30.0215227333871,,,,,,
Panama,2006,,,,29.9219800914716,,,,,,
Panama,2005,,,,29.9973096583266,,,,,,
Panama,2004,,,,30.0322841000807,,,,,,
Panama,2003,,,,30.0672585418348,,,,,,
Panama,2002,,,,30.1022329835889,,,,,,
Panama,2001,,,,30.137207425343,,,,,,
Panama,2000,,,,29.9973096583266,,,,,,
Panama,1999,,,,29.0153349475383,,,,,,
Panama,1998,,,,28.9077212806026,,,,,,
Panama,1997,,,,28.7866559053,,,,,,
Panama,1996,,,,28.6790422383643,,,,,,
Panama,1995,,,,28.6790422383643,,,,,,
Panama,1994,,,,28.7193973634652,,,,,,
Panama,1993,,,,28.9211729889696,,,,,,
Panama,1992,,,,28.9211729889696,,,,,,
Panama,1991,,,,28.7059456550982,,,,,,
Panama,1990,,,,28.5714285714286,,,,,,
Syrian Arab Republic,2020,,,,75.7685345531776,,,,,,
Syrian Arab Republic,2019,,,,75.7574143658444,,,,,,
Syrian Arab Republic,2018,,,,75.7920165550291,,,,,,
Syrian Arab Republic,2017,,,,75.804775908076,,,,,,
Syrian Arab Republic,2016,,,,75.7835103196645,,,,,,
Syrian Arab Republic,2015,,,,75.7882698905408,,,,,,
Syrian Arab Republic,2014,,,,75.7991613570767,,,,,,
Syrian Arab Republic,2013,,,,75.8100528236127,,,,,,
Syrian Arab Republic,2012,,,,75.8100528236127,,,,,,
Syrian Arab Republic,2011,,,,75.7773784240048,,,,,,
Syrian Arab Republic,2010,,,,75.7392582911289,,,,,,
Syrian Arab Republic,2009,,,,75.7351339577434,,,,,,
Syrian Arab Republic,2008,,,,75.6806795905032,,,,,,
Syrian Arab Republic,2007,,,,75.6752341537791,,,,,,
Syrian Arab Republic,2006,,,,75.5704405598214,,,,,,
Syrian Arab Republic,2005,,,,75.3282126709157,,,,,,
Syrian Arab Republic,2004,,,,75.7476711881026,,,,,,
Syrian Arab Republic,2003,,,,75.2383027398006,,,,,,
Syrian Arab Republic,2002,,,,74.8666884318207,,,,,,
Syrian Arab Republic,2001,,,,74.6708020459245,,,,,,
Syrian Arab Republic,2000,,,,74.6055065839591,,,,,,
Syrian Arab Republic,1999,,,,74.9102187397976,,,,,,
Syrian Arab Republic,1998,,,,74.8394819893351,,,,,,
Syrian Arab Republic,1997,,,,75.1115464141909,,,,,,
Syrian Arab Republic,1996,,,,75.0353683752313,,,,,,
Syrian Arab Republic,1995,,,,75.0299270867341,,,,,,
Syrian Arab Republic,1994,,,,75.0136032212428,,,,,,
Syrian Arab Republic,1993,,,,74.2300576776581,,,,,,
Syrian Arab Republic,1992,,,,74.0722603112417,,,,,,
Syrian Arab Republic,1991,,,,73.522690173033,,,,,,
Syrian Arab Republic,1990,,,,73.430188268582,,,,,,
Aruba,2020,,,,,106585.0,,,,,
Aruba,2019,,,,,106442.0,,,,,
Aruba,2018,,,,,105962.0,,,,,
Aruba,2017,,,,,105439.0,,,,,
Aruba,2016,,,,,104874.0,,,,,
Aruba,2015,,,,,104257.0,,,,,
Aruba,2014,,,,,103594.0,,,,,
Aruba,2013,,,,,102880.0,,,,,
Aruba,2012,,,,,102112.0,,,,,
Aruba,2011,,,,,101288.0,,,,,
Aruba,2010,,,,,100341.0,,,,,
Aruba,2009,,,,,99212.0,,,,,
Aruba,2008,,,,,97996.0,,,,,
Aruba,2007,,,,,96787.0,,,,,
Aruba,2006,,,,,95606.0,,,,,
Aruba,2005,,,,,94483.0,,,,,
Aruba,2004,,,,,93540.0,,,,,
Aruba,2003,,,,,92701.0,,,,,
Aruba,2002,,,,,91781.0,,,,,
Aruba,2001,,,,,90691.0,,,,,
Aruba,2000,,,,,89101.0,,,,,
Aruba,1999,,,,,86867.0,,,,,
Aruba,1998,,,,,84355.0,,,,,
Aruba,1997,,,,,81858.0,,,,,
Aruba,1996,,,,,79417.0,,,,,
Aruba,1995,,,,,77050.0,,,,,
Aruba,1994,,,,,74710.0,,,,,
Aruba,1993,,,,,72360.0,,,,,
Aruba,1992,,,,,70192.0,,,,,
Aruba,1991,,,,,67864.0,,,,,
Aruba,1990,,,,,65712.0,,,,,
American Samoa,2020,,,,,46189.0,,,,,
American Samoa,2019,,,,,47321.0,,,,,
American Samoa,2018,,,,,48424.0,,,,,
American Samoa,2017,,,,,49463.0,,,,,
American Samoa,2016,,,,,50448.0,,,,,
American Samoa,2015,,,,,51368.0,,,,,
American Samoa,2014,,,,,52217.0,,,,,
American Samoa,2013,,,,,52995.0,,,,,
American Samoa,2012,,,,,53691.0,,,,,
American Samoa,2011,,,,,54310.0,,,,,
American Samoa,2010,,,,,54849.0,,,,,
American Samoa,2009,,,,,55366.0,,,,,
American Samoa,2008,,,,,55891.0,,,,,
American Samoa,2007,,,,,56383.0,,,,,
American Samoa,2006,,,,,56837.0,,,,,
American Samoa,2005,,,,,57254.0,,,,,
American Samoa,2004,,,,,57626.0,,,,,
American Samoa,2003,,,,,57941.0,,,,,
American Samoa,2002,,,,,58177.0,,,,,
American Samoa,2001,,,,,58324.0,,,,,
American Samoa,2000,,,,,58230.0,,,,,
American Samoa,1999,,,,,57594.0,,,,,
American Samoa,1998,,,,,56603.0,,,,,
American Samoa,1997,,,,,55578.0,,,,,
American Samoa,1996,,,,,54500.0,,,,,
American Samoa,1995,,,,,53401.0,,,,,
American Samoa,1994,,,,,52288.0,,,,,
American Samoa,1993,,,,,51174.0,,,,,
American Samoa,1992,,,,,50078.0,,,,,
American Samoa,1991,,,,,48992.0,,,,,
American Samoa,1990,,,,,47818.0,,,,,
Bosnia and Herzegovina,2020,,,,,3318407.0,,,,,
Bosnia and Herzegovina,2019,,,,,3360711.0,,,,,
Bosnia and Herzegovina,2018,,,,,3400129.0,,,,,
Bosnia and Herzegovina,2017,,,,,3440027.0,,,,,
Bosnia and Herzegovina,2016,,,,,3480986.0,,,,,
Bosnia and Herzegovina,2015,,,,,3524324.0,,,,,
Bosnia and Herzegovina,2014,,,,,3571068.0,,,,,
Bosnia and Herzegovina,2013,,,,,3617559.0,,,,,
Bosnia and Herzegovina,2012,,,,,3674374.0,,,,,
Bosnia and Herzegovina,2011,,,,,3743142.0,,,,,
Bosnia and Herzegovina,2010,,,,,3811088.0,,,,,
Bosnia and Herzegovina,2009,,,,,3877750.0,,,,,
Bosnia and Herzegovina,2008,,,,,3943392.0,,,,,
Bosnia and Herzegovina,2007,,,,,4007876.0,,,,,
Bosnia and Herzegovina,2006,,,,,4058086.0,,,,,
Bosnia and Herzegovina,2005,,,,,4094297.0,,,,,
Bosnia and Herzegovina,2004,,,,,4142860.0,,,,,
Bosnia and Herzegovina,2003,,,,,4183757.0,,,,,
Bosnia and Herzegovina,2002,,,,,4198410.0,,,,,
Bosnia and Herzegovina,2001,,,,,4194932.0,,,,,
Bosnia and Herzegovina,2000,,,,,4179350.0,,,,,
Bosnia and Herzegovina,1999,,,,,4153014.0,,,,,
Bosnia and Herzegovina,1998,,,,,4115059.0,,,,,
Bosnia and Herzegovina,1997,,,,,4047748.0,,,,,
Bosnia and Herzegovina,1996,,,,,3907751.0,,,,,
Bosnia and Herzegovina,1995,,,,,3750527.0,,,,,
Bosnia and Herzegovina,1994,,,,,3762330.0,,,,,
Bosnia and Herzegovina,1993,,,,,3942981.0,,,,,
Bosnia and Herzegovina,1992,,,,,4275730.0,,,,,
Bosnia and Herzegovina,1991,,,,,4502386.0,,,,,
Bosnia and Herzegovina,1990,,,,,4494310.0,,,,,
Central African Republic,2020,,,,,5343020.0,,,,,
Central African Republic,2019,,,,,5209324.0,,,,,
Central African Republic,2018,,,,,5094780.0,,,,,
Central African Republic,2017,,,,,4996741.0,,,,,
Central African Republic,2016,,,,,4904177.0,,,,,
Central African Republic,2015,,,,,4819333.0,,,,,
Central African Republic,2014,,,,,4798734.0,,,,,
Central African Republic,2013,,,,,4802428.0,,,,,
Central African Republic,2012,,,,,4773306.0,,,,,
Central African Republic,2011,,,,,4732022.0,,,,,
Central African Republic,2010,,,,,4660067.0,,,,,
Central African Republic,2009,,,,,4564540.0,,,,,
Central African Republic,2008,,,,,4467233.0,,,,,
Central African Republic,2007,,,,,4375569.0,,,,,
Central African Republic,2006,,,,,4294352.0,,,,,
Central African Republic,2005,,,,,4208834.0,,,,,
Central African Republic,2004,,,,,4115138.0,,,,,
Central African Republic,2003,,,,,4026841.0,,,,,
Central African Republic,2002,,,,,3930648.0,,,,,
Central African Republic,2001,,,,,3844773.0,,,,,
Central African Republic,2000,,,,,3759170.0,,,,,
Central African Republic,1999,,,,,3655360.0,,,,,
Central African Republic,1998,,,,,3555064.0,,,,,
Central African Republic,1997,,,,,3458472.0,,,,,
Central African Republic,1996,,,,,3363570.0,,,,,
Central African Republic,1995,,,,,3276706.0,,,,,
Central African Republic,1994,,,,,3187844.0,,,,,
Central African Republic,1993,,,,,3089146.0,,,,,
Central African Republic,1992,,,,,2991727.0,,,,,
Central African Republic,1991,,,,,2898052.0,,,,,
Central African Republic,1990,,,,,2809221.0,,,,,
Ecuador,2020,,,,,17588595.0,,,,,
Ecuador,2019,,,,,17343740.0,,,,,
Ecuador,2018,,,,,17015672.0,,,,,
Ecuador,2017,,,,,16696944.0,,,,,
Ecuador,2016,,,,,16439585.0,,,,,
Ecuador,2015,,,,,16195902.0,,,,,
Ecuador,2014,,,,,15957994.0,,,,,
Ecuador,2013,,,,,15722989.0,,,,,
Ecuador,2012,,,,,15483883.0,,,,,
Ecuador,2011,,,,,15237728.0,,,,,
Ecuador,2010,,,,,14989585.0,,,,,
Ecuador,2009,,,,,14742766.0,,,,,
Ecuador,2008,,,,,14496797.0,,,,,
Ecuador,2007,,,,,14251835.0,,,,,
Ecuador,2006,,,,,14009061.0,,,,,
Ecuador,2005,,,,,13770012.0,,,,,
Ecuador,2004,,,,,13534593.0,,,,,
Ecuador,2003,,,,,13301184.0,,,,,
Ecuador,2002,,,,,13070609.0,,,,,
Ecuador,2001,,,,,12845521.0,,,,,
Ecuador,2000,,,,,12626507.0,,,,,
Ecuador,1999,,,,,12412046.0,,,,,
Ecuador,1998,,,,,12199693.0,,,,,
Ecuador,1997,,,,,11987838.0,,,,,
Ecuador,1996,,,,,11775221.0,,,,,
Ecuador,1995,,,,,11561683.0,,,,,
Ecuador,1994,,,,,11347652.0,,,,,
Ecuador,1993,,,,,11132829.0,,,,,
Ecuador,1992,,,,,10914222.0,,,,,
Ecuador,1991,,,,,10686279.0,,,,,
Ecuador,1990,,,,,10449837.0,,,,,
"Gambia, The",2020,,,,,2573995.0,,,,,
"Gambia, The",2019,,,,,2508883.0,,,,,
"Gambia, The",2018,,,,,2444916.0,,,,,
"Gambia, The",2017,,,,,2381182.0,,,,,
"Gambia, The",2016,,,,,2317206.0,,,,,
"Gambia, The",2015,,,,,2253133.0,,,,,
"Gambia, The",2014,,,,,2189019.0,,,,,
"Gambia, The",2013,,,,,2124869.0,,,,,
"Gambia, The",2012,,,,,2061014.0,,,,,
"Gambia, The",2011,,,,,1998212.0,,,,,
"Gambia, The",2010,,,,,1937275.0,,,,,
"Gambia, The",2009,,,,,1878119.0,,,,,
"Gambia, The",2008,,,,,1820542.0,,,,,
"Gambia, The",2007,,,,,1764883.0,,,,,
"Gambia, The",2006,,,,,1711294.0,,,,,
"Gambia, The",2005,,,,,1660368.0,,,,,
"Gambia, The",2004,,,,,1612225.0,,,,,
"Gambia, The",2003,,,,,1566257.0,,,,,
"Gambia, The",2002,,,,,1522223.0,,,,,
"Gambia, The",2001,,,,,1479449.0,,,,,
"Gambia, The",2000,,,,,1437539.0,,,,,
"Gambia, The",1999,,,,,1396499.0,,,,,
